"Anno di Riferimento";"Codice Voce Contabile";"Descrizione Voce Contabile";"Importo Totale";"Data Aggiornamento";
"2009";"E02070";"E.2.B.3.2.B.3) Soprav. passive v/terzi relative al personale - comparto";65871000.00;"12/07/2011";
"2009";"E02075";"E.2.B.3.2.C) Sopravvenienze passive v/terzi relative alle convenzioni con medici di base";41220000.00;"12/07/2011";
"2009";"E02080";"E.2.B.3.2.D) Sopravvenienze passive v/terzi relative alle convenzioni per la specialistica";19920000.00;"12/07/2011";
"2009";"E02085";"E.2.B.3.2.E) Sopravvenienze passive v/terzi relative all'acquisto prestaz. sanitarie da operatori accreditati";116504000.00;"12/07/2011";
"2009";"E02090";"E.2.B.3.2.F) Sopravvenienze passive v/terzi relative all'acquisto di beni e servizi";343746000.00;"12/07/2011";
"2009";"E02095";"E.2.B.3.2.G) Altre sopravvenienze passive v/terzi";385596000.00;"12/07/2011";
"2009";"E02100";"E.2.B.4) Insussistenze passive";180544000.00;"12/07/2011";
"2009";"E02105";"E.2.B.4.1) Insussistenze passive v/Asl-AO, IRCCS, Policlinici";1000.00;"12/07/2011";
"2009";"E02110";"E.2.B.4.2) Insussistenze passive v/terzi";180543000.00;"12/07/2011";
"2009";"E02115";"E.2.B.4.2.A) Insussistenze passive v/terzi relative alla mobilita' extraregionale";6338000.00;"08/02/2011";
"2009";"E02120";"E.2.B.4.2.B) Insussistenze passive v/terzi relative al personale";442000.00;"08/02/2011";
"2009";"E02125";"E.2.B.4.2.C) Insussistenze passive v/terzi relative alle convenzioni con medici di base";344000.00;"21/12/2010";
"2009";"E02130";"E.2.B.4.2.D) Insussistenze passive v/terzi relative alle convenzioni per la specialistica";1678000.00;"12/07/2011";
"2009";"E02135";"E.2.B.4.2.E) Insussistenze passive v/terzi relative all'acquisto prestaz. sanitarie da operatori accreditati";5720000.00;"26/01/2011";
"2009";"E02140";"E.2.B.4.2.F) Insussistenze passive v/terzi relative all'acquisto di beni e servizi";20299000.00;"12/07/2011";
"2009";"E02145";"E.2.B.4.2.G) Altre Insussistenze passive v/terzi";145722000.00;"12/07/2011";
"2009";"E02150";"E.2.B.5) Altri oneri straordinari";13686000.00;"12/07/2011";
"2009";"E99999";"Totale proventi e oneri straordinari (E)";-426324000.00;"12/07/2011";
"2009";"X01000";"Risultato prima delle imposte (A - B +/- C +/- D +/- E)";-1430206000.00;"12/07/2011";
"2009";"Y01000";"Y.1) IRAP";2599101000.00;"12/07/2011";
"2009";"Y01005";"Y.1.A) IRAP relativa a personale dipendente";2394932000.00;"12/07/2011";
"2009";"Y01010";"Y.1.B) IRAP relativa a collaboratori e personale assimilato a lavoro dipendente";129105000.00;"12/07/2011";
"2009";"Y01015";"Y.1.C) IRAP relativa ad attivita' di libera professione (intramoenia)";70960000.00;"12/07/2011";
"2009";"Y01020";"Y.1.D) IRAP relativa ad attivita' commerciali";4104000.00;"08/02/2011";
"2009";"Y02000";"Y.2) IRES";39329000.00;"12/07/2011";
"2009";"Y02005";"Y.2.A) IRES su attivita' istituzionale";31586000.00;"12/07/2011";
"2009";"Y02010";"Y.2.B) IRES su attivita' commerciale";7743000.00;"12/07/2011";
"2009";"Y03000";"Y.3) Accantonamento a F.do Imposte (Accertamenti, condoni, ecc.)";4798000.00;"12/07/2011";
"2009";"Y99999";"Totale imposte e tasse";2643228000.00;"12/07/2011";
"2009";"Z99999";"RISULTATO DI ESERCIZIO";-4073434000.00;"12/07/2011";
"2010";"A01000";"A.1)  Contributi in c/esercizio";104983000000.00;"31/07/2013";
"2010";"A01005";"A.1.A)  Contributi da Regione e Prov. Aut. per quota F.S. regionale";103140000000.00;"31/07/2013";
"2010";"A01010";"A.1.A.1)  da Regione e Prov. Aut. per quota F.S. regionale indistinto";101070000000.00;"31/07/2013";
"2010";"A01015";"A.1.A.2)  da Regione e Prov. Aut. per quota F.S. vincolato";2070051000.00;"31/07/2013";
"2010";"A01020";"A.1.B)  Contributi c/esercizio da enti pubblici  (EXTRA FONDO)";1782383000.00;"31/07/2013";
"2010";"A01025";"A.1.B.1)  da enti pubblici (extra fondo) vincolati";868057000.00;"31/07/2013";
"2010";"A01030";"A.1.B.1.1)  Contributi da Regione (extra fondo) vincolati";578354000.00;"31/07/2013";
"2010";"A01035";"A.1.B.1.2)  Contributi da altri enti pubblici (extra fondo) vincolati";151571000.00;"31/07/2013";
"2010";"A01040";"A.1.B.1.3)  Contributi da Asl/Ao/Irccs/Policlinici  (extra fondo) vincolati";17000.00;"19/03/2012";
"2010";"A01045";"A.1.B.1.4)  Contributi in conto esercizio per ricerca corrente";108962000.00;"07/04/2012";
"2010";"A01050";"A.1.B.1.5)  Contributi in conto esercizio per ricerca finalizzata";29153000.00;"31/07/2013";
"2010";"A01055";"A.1.B.2)  da enti pubblici (extra fondo) - Altro";914326000.00;"31/07/2013";
"2010";"A01060";"A.1.B.2.1)  Contributi da Regione (extra fondo)  - Altro";872122000.00;"31/07/2013";
"2010";"A01065";"A.1.B.2.2)  Contributi da altri enti pubblici (extra fondo) - Altro";42189000.00;"07/04/2012";
"2010";"A01070";"A.1.B.2.3)  Contributi da Asl/Ao/Irccs/Policlinici  (extra fondo) - Altro";15000.00;"31/07/2013";
"2010";"A01075";"A.1.C)  Contributi c/esercizio da enti privati";60785000.00;"31/07/2013";
"2010";"A02000";"A.2)   Proventi e ricavi diversi";5626576000.00;"31/07/2013";
"2010";"A02005";"A.2.A)  Ricavi per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria";5313813000.00;"31/07/2013";
"2010";"A02010";"A.2.A.1)  Ricavi per prestazioni sanitarie e sociosanitarie erogate a soggetti pubblici";2465295000.00;"31/07/2013";
"2010";"A02015";"A.2.A.1.1)  Ricavi per prestaz. sanitarie  e sociosanitarie erogate ad  ASL, A.O., IRCCS e Policlinici della Regione";5205000.00;"19/03/2012";
"2010";"A02025";"A.2.A.1.1.B) Prestazioni di specialistica ambulatoriale";7000.00;"19/03/2012";
"2010";"A02030";"A.2.A.1.1.C) Prestazioni di psichiatria residenziale e semiresidenziale";4676000.00;"26/01/2012";
"2010";"A02040";"A.2.A.1.1.E) Altre prestazioni sanitarie e sociosanitarie";522000.00;"19/03/2012";
"2010";"A02065";"A.2.A.1.1.E.5) Altre prestazioni sanitarie e socio-sanitarie";522000.00;"19/03/2012";
"2010";"A02070";"A.2.A.1.2)   Ricavi per prestaz. sanitarie  e sociosanitarie  erogate ad altri soggetti pubblici";106348000.00;"31/07/2013";
"2010";"A02075";"A.2.A.1.3)   Ricavi per prestaz. sanitarie e sociosanitarie erogate a soggetti pubblici extra Regione";2353742000.00;"31/07/2013";
"2010";"A02080";"A.2.A.1.3.A) Prestazioni di ricovero";1693919000.00;"31/07/2013";
"2010";"A02085";"A.2.A.1.3.B) Prestazioni ambulatoriali";308036000.00;"31/07/2013";
"2010";"A02090";"A.2.A.1.3.C) Prestazioni di psichiatria non soggetta a compensazione (resid. e semiresid.)";2321000.00;"07/04/2012";
"2010";"A02095";"A.2.A.1.3.D) Prestazioni di File F";123658000.00;"31/07/2013";
"2010";"A02100";"A.2.A.1.3.E) Altre prestazioni sanitarie soggette a compensazione Extraregione";169339000.00;"31/07/2013";
"2010";"A02105";"A.2.A.1.3.E.1) Prestazioni servizi MMG, PLS, Contin. assistenziale Extraregione";19840000.00;"31/07/2013";
"2010";"A02110";"A.2.A.1.3.E.2) Prestazioni servizi farmaceutica conv enzionata Extraregione";77565000.00;"31/07/2013";
"2010";"A02115";"A.2.A.1.3.E.3) Prestazioni termali Extraregione";31448000.00;"31/07/2013";
"2010";"A02120";"A.2.A.1.3.E.4) Prestazioni trasporto ambulanze ed elisoccorso Extraregione";13570000.00;"31/07/2013";
"2010";"A02125";"A.2.A.1.3.E.5) Altre prestazioni sanitarie  Extraregione";26916000.00;"07/04/2012";
"2010";"A02130";"A.2.A.1.3.F) Altre prestazioni sanitarie e sociosanitarie non soggette a compensazione Extraregione";40851000.00;"31/07/2013";
"2010";"A02135";"A.2.A.1.3.F.1) Prestazioni di assistenza riabilitativa non soggetta a compensazione Extraregione";102000.00;"31/07/2013";
"2010";"A02140";"A.2.A.1.3.F.2) Altre prestazioni sanitarie e socio-sanitarie non soggetta a compenzazione Extraregione";40749000.00;"31/07/2013";
"2010";"A02145";"A.2.A.1.3.G) Altre prestazioni sanitarie - Mobilita' attiva Internazionale";15618000.00;"04/11/2011";
"2010";"A02150";"A.2.A.2)  Ricavi per prestazioni sanitarie erogate da soggetti privati v/ residenti extraregione in compensazione (mobilita' attiva)";1030187000.00;"31/07/2013";
"2010";"A02155";"A.2.A.2.1)  Prestazioni di ricovero da priv. extraregione in compensazione (mobilita' attiva)";901536000.00;"31/07/2013";
"2010";"A02160";"A.2.A.2.2)  Prestazioni ambulatoriali da priv. extraregione in compensazione  (mobilita' attiva)";89171000.00;"31/07/2013";
"2010";"A02165";"A.2.A.2.3)  Prestazioni di File F da priv. extraregione in compensazione (mobilita' attiva)";23918000.00;"07/04/2012";
"2010";"A02170";"A.2.A.2.4)  Altre prestazioni sanitarie erogate da privati v/residenti extraregione in compensazione (mobilita' attiva)";15562000.00;"31/07/2013";
"2010";"A02175";"A.2.A.3)  Ricavi per prestazioni sanitarie erogate a soggetti privati";553705000.00;"31/07/2013";
"2010";"A02180";"A.2.A.4)  Ricavi per prestazioni sanitarie erogate in regime di intramoenia";1264626000.00;"31/07/2013";
"2010";"A02185";"A.2.A.4.1)  Ricavi per prestazioni sanitarie intramoenia - Area ospedaliera";335738000.00;"31/07/2013";
"2010";"A02190";"A.2.A.4.2)  Ricavi per prestazioni sanitarie intramoenia - Area specialistica";756692000.00;"31/07/2013";
"2010";"A02195";"A.2.A.4.3)  Ricavi per prestazioni sanitarie intramoenia - Area sanita' pubblica";13741000.00;"31/07/2013";
"2010";"A02200";"A.2.A.4.4)  Ricavi per prestazioni sanitarie intramoenia - Consulenze (ex art. 55 c.1 lett. c), d) ed ex Art. 57-58)";106358000.00;"31/07/2013";
"2010";"A02205";"A.2.A.4.5)  Ricavi per prestazioni sanitarie intramoenia - Consulenze (ex art. 55 c.1 lett. c), d) ed ex Art. 57-58) (Asl - Ao,Irccs e Policlinici  della Regione)";255000.00;"19/03/2012";
"2010";"A02210";"A.2.A.4.6)  Ricavi per prestazioni sanitarie intramoenia - Altro";51838000.00;"31/07/2013";
"2010";"A02215";"A.2.A.4.7)  Ricavi per prestazioni sanitarie intramoenia - Altro (Asl - Ao, Irccs e Policlinici  della Regione)";4000.00;"19/03/2012";
"2010";"A02220";"A.2.B) Ricavi per prestazioni non sanitarie";97403000.00;"31/07/2013";
"2010";"A02225";"A.2.C) Altri proventi";215360000.00;"31/07/2013";
"2010";"A02230";"A.2.C.1)  Proventi non sanitari";83862000.00;"31/07/2013";
"2010";"A02235";"A.2.C.1.1) Affitti attivi ed altri proventi da attivita' immobiliari";54657000.00;"31/07/2013";
"2010";"A02239";"A.2.C.1.2) Altro";29205000.00;"31/07/2013";
"2010";"A02240";"A.2.C.2) Altri proventi diversi";131498000.00;"31/07/2013";
"2010";"A03000";"A.3)  Concorsi, recuperi e rimborsi per attivita' tipiche";916053000.00;"31/07/2013";
"2010";"A03005";"A.3.A) Rimborsi assicurativi";23812000.00;"31/07/2013";
"2010";"A03010";"A.3.B) Altri concorsi, recuperi e rimborsi per attivita' tipiche";892241000.00;"31/07/2013";
"2010";"A03015";"A.3.B.1) Concorsi, recuperi e rimborsi v/Asl-AO, IRCCS, Policlinici della Regione";5832000.00;"19/03/2012";
"2010";"A03020";"A.3.B.1.1) Rimborso degli oneri stipendiali del personale dipendente dell' azienda in posizione di comando in Asl-AO, IRCCS, Policlinici della Regione";5400000.00;"19/03/2012";
"2010";"A03025";"A.3.B.1.2) Rimborsi per acquisto beni da parte di  Asl-AO, IRCCS, Policlinici della Regione";132000.00;"26/01/2012";
"2010";"A03030";"A.3.B.1.3) Altri concorsi, recuperi e rimborsi per attivita' tipiche da parte di Asl-AO , IRCCS, Policlinici della Regione";300000.00;"19/03/2012";
"2010";"A03035";"A.3.B.2) Concorsi, recuperi e rimborsi v/altri Enti Pubblici";238379000.00;"31/07/2013";
"2010";"A03040";"A.3.B.2.1) Rimborso degli oneri stipendiali del personale  dipendente dell'azienda in posizione di comando v/altri Enti Pubblici";79952000.00;"31/07/2013";
"2010";"A03045";"A.3.B.2.2) Rimborsi per acquisto beni v/altri Enti Pubblici";27404000.00;"07/04/2012";
"2010";"A03050";"A.3.B.2.3) Altri concorsi, recuperi e rimborsi per attivita' tipiche v/Altri Enti Pubblici";131023000.00;"31/07/2013";
"2010";"A03055";"A.3.B.3) Concorsi, recuperi e rimborsi v/Regione";4537000.00;"19/03/2012";
"2010";"A03060";"A.3.B.3.1) Rimborso degli oneri stipendiali del personale dell'azienda in posizione di comando v/Regione";4527000.00;"19/03/2012";
"2010";"A03065";"A.3.B.3.2) Altri concorsi, recuperi e rimborsi per attivita' tipiche v/Regione";10000.00;"13/07/2011";
"2010";"A03070";"A.3.B.4) Concorsi, recuperi e rimborsi v/privati";643493000.00;"31/07/2013";
"2010";"A03075";"A.3.B.4.1) Rimborso da Aziende Farmaceutiche per Pay Back";314050000.00;"31/07/2013";
"2010";"A03080";"A.3.B.4.2) Altri concorsi, recuperi e rimborsi verso privati";329443000.00;"31/07/2013";
"2010";"A04000";"A.4) Compartecipazione alla spesa per prestazioni sanitarie (ticket)";1223921000.00;"31/07/2013";
"2010";"A04005";"A.4.A) Compartecipazione alla spesa per prestazioni sanitarie - Ticket sulle prestazioni di specialistica ambulatoriale";1102990000.00;"31/07/2013";
"2010";"A04010";"A.4.B) Compartecipazione alla spesa per prestazioni sanitarie - Ticket sul pronto soccorso";24037000.00;"31/07/2013";
"2010";"A04015";"A.4.C) Compartecipazione alla spesa per prestazioni sanitarie (ticket)- Altro";96894000.00;"31/07/2013";
"2010";"A05000";"A.5)  Costi capitalizzati";1491065000.00;"31/07/2013";
"2010";"A05005";"A.5.A)  Costi capitalizzati da utilizzo finanziamenti per investimenti (Costi Sterilizzati)";1470262000.00;"31/07/2013";
"2010";"A05010";"A.5.A.1) Costi capitalizzati da utilizzo finanziamenti per investimenti da Regione";1250455000.00;"31/07/2013";
"2010";"A05015";"A.5.A.2) Costi capitalizzati da utilizzo finanziamenti per investimenti dallo Stato";75321000.00;"31/07/2013";
"2010";"A05020";"A.5.A.3) Costi capitalizzati da utilizzo altre poste del patrimonio netto";144486000.00;"31/07/2013";
"2010";"A05025";"A.5.B)  Costi capitalizzati per costi sostenuti in economia";20803000.00;"07/04/2012";
"2010";"A99999";"Totale valore della produzione (A)";114240000000.00;"31/07/2013";
"2010";"B01000";"B.1)  Acquisti di beni";14802677000.00;"31/07/2013";
"2010";"B01005";"B.1.A)  Acquisti di beni sanitari";14091044000.00;"31/07/2013";
"2010";"B01010";"B.1.A.1)  Prodotti farmaceutici ed emoderivati";7269069000.00;"31/07/2013";
"2010";"B01015";"B.1.A.2)  Ossigeno";162836000.00;"31/07/2013";
"2010";"B01020";"B.1.A.3)  Prodotti dietetici";68926000.00;"31/07/2013";
"2010";"B01025";"B.1.A.4)  Materiali per la profilassi (vaccini)";260945000.00;"31/07/2013";
"2010";"B01030";"B.1.A.5)  Materiali diagnostici prodotti chimici";1510874000.00;"31/07/2013";
"2010";"B01035";"B.1.A.6)  Materiali diagnostici, lastre RX, mezzi di contrasto per RX, carta per ECG, ECG, etc.";213971000.00;"31/07/2013";
"2010";"B01040";"B.1.A.7)   Presidi chirurgici e materiali sanitari";2696817000.00;"31/07/2013";
"2010";"B01045";"B.1.A.8)  Materiali protesici";1460588000.00;"31/07/2013";
"2010";"B01050";"B.1.A.9)  Materiali per emodialisi";295816000.00;"31/07/2013";
"2010";"B01055";"B.1.A.10)  Materiali e Prodotti per uso veterinario";6618000.00;"31/07/2013";
"2010";"B01060";"B.1.A.11)  Altri beni e prodotti sanitari";144584000.00;"31/07/2013";
"2010";"B01070";"B.1.B)  Acquisti di beni non sanitari";711633000.00;"31/07/2013";
"2010";"B01075";"B.1.B.1)  Prodotti alimentari";93487000.00;"31/07/2013";
"2010";"B01080";"B.1.B.2)  Materiali di guardaroba, di pulizia e di convivenza in genere";106117000.00;"31/07/2013";
"2010";"B01085";"B.1.B.3)  Combustibili, carburanti e lubrificanti";149763000.00;"31/07/2013";
"2010";"B01090";"B.1.B.4)  Supporti informatici e cancelleria";161618000.00;"31/07/2013";
"2010";"B01095";"B.1.B.5)  Materiale per la manutenzione";83412000.00;"31/07/2013";
"2010";"B01100";"B.1.B.6)  Altri beni non sanitari";117236000.00;"31/07/2013";
"2010";"B02000";"B.2)  Acquisti di servizi";56402428000.00;"31/07/2013";
"2010";"B02005";"B.2.A)   Acquisti servizi sanitari";48915455000.00;"31/07/2013";
"2010";"B02010";"B.2.A.1)   Acquisti servizi sanitari per medicina di base";6556663000.00;"31/07/2013";
"2010";"B02015";"B.2.A.1.1) - da convenzione";6540727000.00;"31/07/2013";
"2010";"B02020";"B.2.A.1.1.A) Spese per assistenza MMG";4507935000.00;"31/07/2013";
"2010";"B02025";"B.2.A.1.1.B) Spese per assistenza PLS";1061974000.00;"31/07/2013";
"2010";"B02030";"B.2.A.1.1.C) Spese per assistenza Continuita' assistenziale";692335000.00;"31/07/2013";
"2010";"B02035";"B.2.A.1.1.D) Altro (medicina dei servizi, psicologi, medici 118, ecc)";278483000.00;"31/07/2013";
"2010";"B02040";"B.2.A.1.2) - da pubblico (Asl-AO, IRCCS, Policlinici della Regione) - Mobilita' intraregionale";113000.00;"19/03/2012";
"2010";"B02045";"B.2.A.1.3) - da pubblico Mobilita' ( Extra Regione)";15823000.00;"31/07/2013";
"2010";"B02050";"B.2.A.2)   Acquisti servizi sanitari per farmaceutica";11291353000.00;"31/07/2013";
"2010";"B02055";"B.2.A.2.1) - da convenzione";11226609000.00;"31/07/2013";
"2010";"B02065";"B.2.A.2.3) - da pubblico ( extra Regione)";64744000.00;"31/07/2013";
"2010";"B02070";"B.2.A.3)   Acquisti servizi sanitari per assistenza specialistica ambulatoriale";4863937000.00;"31/07/2013";
"2010";"B02075";"B.2.A.3.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";69000.00;"19/03/2012";
"2010";"B02080";"B.2.A.3.2)  - da pubblico (altri soggetti pubbl. della Regione)";26012000.00;"31/07/2013";
"2010";"B02085";"B.2.A.3.3)  - da pubblico (extra Regione)";359536000.00;"31/07/2013";
"2010";"B02090";"B.2.A.3.4)  - da privato - Medici SUMAI";955381000.00;"31/07/2013";
"2010";"B02095";"B.2.A.3.5)  - da privato";3424850000.00;"31/07/2013";
"2010";"B02100";"B.2.A.3.5.A) Servizi sanitari per assistenza specialistica da IRCCS Privati e Policl.privati";362109000.00;"07/04/2012";
"2010";"B02105";"B.2.A.3.5.B) Servizi sanitari per assistenza specialistica da Ospedali Classificati privati";258624000.00;"26/01/2012";
"2010";"B02110";"B.2.A.3.5.C) Servizi sanitari per assistenza specialistica da Case di Cura Private";882463000.00;"31/07/2013";
"2010";"B02115";"B.2.A.3.5.D) Servizi sanitari per assistenza specialistica da altri soggetti privati";1921654000.00;"31/07/2013";
"2010";"B02120";"B.2.A.3.6)  - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";98089000.00;"31/07/2013";
"2010";"B02125";"B.2.A.4)   Acquisti servizi sanitari per assistenza riabilitativa";1970534000.00;"31/07/2013";
"2010";"B02135";"B.2.A.4.2)  - da pubblico (altri soggetti pubbl. della Regione)";87103000.00;"07/04/2012";
"2010";"B02140";"B.2.A.4.3)  - da pubblico (extra Regione) non soggetto a compensazione";770000.00;"31/07/2013";
"2010";"B02145";"B.2.A.4.4)  - da privato (intraregionale ed extraregionale)";1882661000.00;"31/07/2013";
"2010";"B02150";"B.2.A.5)   Acquisti servizi sanitari per assistenza integrativa e protesica";1915916000.00;"31/07/2013";
"2010";"B02160";"B.2.A.5.2)  - da pubblico (altri soggetti pubbl. della Regione)";9264000.00;"07/04/2012";
"2010";"B02165";"B.2.A.5.3)  - da pubblico (extra Regione)";1119000.00;"07/04/2012";
"2010";"B02170";"B.2.A.5.4)  - da privato";1905533000.00;"31/07/2013";
"2010";"B02175";"B.2.A.6)   Acquisti servizi sanitari per assistenza ospedaliera";11190433000.00;"31/07/2013";
"2010";"B02180";"B.2.A.6.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";152000.00;"13/07/2011";
"2010";"B02185";"B.2.A.6.2)  - da pubblico (altri soggetti pubbl. della Regione)";281084000.00;"07/04/2012";
"2010";"B02190";"B.2.A.6.3)  - da pubblico (extra Regione)";2340973000.00;"31/07/2013";
"2010";"B02195";"B.2.A.6.4)  - da privato";7613121000.00;"31/07/2013";
"2010";"B02200";"B.2.A.6.4.A) Servizi sanitari per assistenza ospedaliera da IRCCS Privati e Policlinici privati";1495812000.00;"07/04/2012";
"2010";"B02205";"B.2.A.6.4.B) Servizi sanitari per assistenza ospedaliera da Ospedali Classificati privati";1119334000.00;"07/04/2012";
"2010";"B02210";"B.2.A.6.4.C) Servizi sanitari per assistenza ospedaliera da Case di Cura Private";4667134000.00;"31/07/2013";
"2010";"B02215";"B.2.A.6.4.D) Servizi sanitari per assistenza ospedaliera da altri soggetti privati";330841000.00;"31/07/2013";
"2010";"B02220";"B.2.A.6.5)  - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";955103000.00;"31/07/2013";
"2010";"B02225";"B.2.A.7)   Acquisto prestazioni di psichiatria residenziale e semiresidenziale";883068000.00;"31/07/2013";
"2010";"B02235";"B.2.A.7.2)  - da pubblico (altri soggetti pubbl. della Regione)";14665000.00;"31/07/2013";
"2010";"B02240";"B.2.A.7.3)  - da pubblico (extra Regione) - non soggette a compensazione";460000.00;"19/03/2012";
"2010";"B02245";"B.2.A.7.4)  - da privato(intraregionale ed extraregionale)";867943000.00;"31/07/2013";
"2010";"B02250";"B.2.A.8)   Acquisto prestazioni di distribuzione farmaci e File F";467430000.00;"31/07/2013";
"2010";"B02255";"B.2.A.8.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";973000.00;"24/08/2011";
"2010";"B02260";"B.2.A.8.2) - da pubblico (altri soggetti pubbl. della Regione)";9454000.00;"07/04/2012";
"2010";"B02265";"B.2.A.8.3) - da pubblico (extra Regione)";123095000.00;"31/07/2013";
"2010";"B02270";"B.2.A.8.4) - da privato";313070000.00;"07/04/2012";
"2010";"B02275";"B.2.A.8.5) - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";20838000.00;"26/01/2012";
"2010";"B02280";"B.2.A.9)   Acquisto prestazioni termali in convenzione";191431000.00;"31/07/2013";
"2010";"B02290";"B.2.A.9.2) - da pubblico (altri soggetti pubbl. della Regione)";1027000.00;"04/08/2011";
"2010";"B02295";"B.2.A.9.3) - da pubblico (extra Regione)";49215000.00;"31/07/2013";
"2010";"B02300";"B.2.A.9.4) - da privato";121193000.00;"31/07/2013";
"2010";"B02305";"B.2.A.9.5) - da privato  per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";19996000.00;"31/07/2013";
"2010";"B02310";"B.2.A.10)   Acquisto prestazioni trasporto sanitari";849739000.00;"31/07/2013";
"2010";"B02320";"B.2.A.10.2) - da pubblico (altri soggetti pubbl. della Regione)";65822000.00;"07/04/2012";
"2010";"B02325";"B.2.A.10.3) - da pubblico (extra Regione)";17265000.00;"31/07/2013";
"2010";"B02330";"B.2.A.10.4) - da privato";766652000.00;"31/07/2013";
"2010";"B02335";"B.2.A.11)   Acquisto prestazioni Socio-Sanitarie a rilevanza sanitaria";4089593000.00;"31/07/2013";
"2010";"B02340";"B.2.A.11.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione) -  Mobilita' intraregionale";400000.00;"19/03/2012";
"2010";"B02345";"B.2.A.11.2)  - da pubblico (altri enti pubblici)";818925000.00;"31/07/2013";
"2010";"B02350";"B.2.A.11.3) - da pubblico (extra Regione) non soggette a compensazione";2770000.00;"31/07/2013";
"2010";"B02355";"B.2.A.11.4) - da privato (intraregionale ed extraregionale)";3267498000.00;"31/07/2013";
"2010";"B02360";"B.2.A.12)  Compartecipazione al personale per att. Libero-prof. (intramoenia)";1100488000.00;"31/07/2013";
"2010";"B02365";"B.2.A.13)  Rimborsi, assegni e contributi sanitari";1192537000.00;"31/07/2013";
"2010";"B02370";"B.2.A.13.1)  Contributi ad associazioni di volontariato";51274000.00;"31/07/2013";
"2010";"B02375";"B.2.A.13.2)  Rimborsi per cure all'estero";24207000.00;"31/07/2013";
"2010";"B02380";"B.2.A.13.3)  Contributi per ARPA";391564000.00;"31/07/2013";
"2010";"B02385";"B.2.A.13.4)  Contributi per Agenzie Regionali";51465000.00;"31/07/2013";
"2010";"B02390";"B.2.A.13.5)  Contributo Legge 210/92";107724000.00;"07/04/2012";
"2010";"B02395";"B.2.A.13.6)  Altri rimborsi, assegni e contributi";565863000.00;"31/07/2013";
"2010";"B02400";"B.2.A.13.7)  Rimborsi, assegni e contributi v/Asl-Ao-Irccs-Policlinici della Regione";440000.00;"19/03/2012";
"2010";"B02405";"B.2.A.14)  Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro sanitarie e sociosanitarie";1273230000.00;"31/07/2013";
"2010";"B02410";"B.2.A.14.1) Consulenze sanitarie e sociosan. da Asl-AO, IRCCS, Policlinici della Regione";516000.00;"19/03/2012";
"2010";"B02415";"B.2.A.14.2) Consulenze sanitarie e sociosanit. da Terzi - Altri enti pubblici";17536000.00;"31/07/2013";
"2010";"B02420";"B.2.A.14.3) Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro sanitarie e socios. da privato";1241277000.00;"31/07/2013";
"2010";"B02425";"B.2.A.14.3.A) Consulenze sanitarie e sociosanitarie da privato";383336000.00;"31/07/2013";
"2010";"B02430";"B.2.A.14.3.B) Collaborazioni coordinate e continuative sanitarie e socios. da privato";107510000.00;"31/07/2013";
"2010";"B02435";"B.2.A.14.3.C) Indennita' a personale universitario -area sanitaria";466066000.00;"31/07/2013";
"2010";"B02440";"B.2.A.14.3.D) Lavoro interninale -area sanitaria";130450000.00;"31/07/2013";
"2010";"B02445";"B.2.A.14.3.E) Altre collaborazioni e prestazioni di lavoro -area sanitaria";153915000.00;"31/07/2013";
"2010";"B02450";"B.2.A.14.4) Rimborso oneri stipendiali del personale sanitario in comando";13901000.00;"31/07/2013";
"2010";"B02460";"B.2.A.14.4.B) Rimborso oneri stipendiali personale sanitario in comando da Regioni, Enti Pubblici e da Universita'";12116000.00;"07/04/2012";
"2010";"B02465";"B.2.A.14.4.C) Rimborso oneri stipendiali personale sanitario in comando da aziende di altre Regioni (Extraregione)";1785000.00;"31/07/2013";
"2010";"B02470";"B.2.A.15) Altri servizi sanitari e sociosanitari a rilevanza sanitaria";1079103000.00;"31/07/2013";
"2010";"B02475";"B.2.A.15.1)  Altri servizi sanitari e sociosanitari da pubblico V/Asl-AO, IRCCS, Policlinici d/Regione";120000.00;"19/03/2012";
"2010";"B02480";"B.2.A.15.2)  Altri servizi sanitari e sociosanitari da pubblico - Altri enti";140266000.00;"31/07/2013";
"2010";"B02485";"B.2.A.15.3) Altri servizi sanitari e sociosanitari da pubblico (extra Regione)";13181000.00;"31/07/2013";
"2010";"B02490";"B.2.A.15.4)  Altri servizi sanitari da privato";924060000.00;"31/07/2013";
"2010";"B02495";"B.2.A.15.5)  Costi per servizi sanitari - Mobilita' internazionale passiva";1476000.00;"12/07/2011";
"2010";"B02500";"B.2.B) Acquisti di servizi non sanitari";7486973000.00;"31/07/2013";
"2010";"B02505";"B.2.B.1) Servizi non sanitari";7042568000.00;"31/07/2013";
